,id,user,tweet,created_at,prepro
1663,1431169710637211648,BAPAS Jaktimut,Kegiatan diselenggarakan bersama seluruh pegawai di unit kerja Kementerian Hukum dan HAM. Kegiatan pembinaan jasmani ini dilaksanakan untuk menjaga kesehatan para pegawai terutama pelatihan pernapasan di tengah situasi Pandemi Covid-19 yang masih berlangsung. https://t.co/gs2JBkt4HN,2021-08-27 08:20:23,"['giat', 'selenggara', 'pegawai', 'unit', 'kerja', 'menteri', 'hukum', 'ham', 'giat', 'bina', 'jasmani', 'laksana', 'jaga', 'sehat', 'pegawai', 'latih', 'napas', 'situasi', 'pandemi', 'covid']"
1664,1431167832268574722,abewe,"Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/DVswcivXJ7. menekankan untuk memastikan kesiapan pelaksanaan PON ke-XX dan penanganan serta pengendalian Covid-19 atau virus corona di Papua. #PolriDukungPON2021
Patuhi Prokes DiPapua https://t.co/dN8YUGzEaA",2021-08-27 08:12:55,"['kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'tekan', 'kesiap', 'laksana', 'pon', 'xx', 'tangan', 'kendali', 'covid', 'virus', 'corona', 'papua', 'polridukungpon', 'patuh', 'prokes', 'dipapua']"
1669,1431164801498030080,POLSEK RENGAT BARAT,"Himbaun Patuhi Protokol Kesehatan

Himbauan terkait pendisiplinan masyarakat dalam rangka adaptasi kebiasaan baru guna mencegah penyebaran covid-19. 

@divisihumaspolri @humaspolda_riau @polisi_indonesia @tribratanewscom @halo_polisi @polisi_ku @tribratanewscom @berita_tribrata https://t.co/Y0TH5oWnGm",2021-08-27 08:00:53,"['himbaun', 'patuh', 'protokol', 'sehat', 'himbauan', 'kait', 'disiplin', 'masyarakat', 'rangka', 'adaptasi', 'biasa', 'cegah', 'sebar', 'covid']"
1671,1431164333921390592,Info Takokak,"Vaksinasi Covid-19 Bagi Anak Sekolah Usia q2-17 Tahun
.
.
📍SMKN 1 Takokak
.
.
@smkn1_takokak_official 
@puskesmastakokak86 @ Smk Negeri 1 Takokak https://t.co/pxSiGe97qC",2021-08-27 07:59:01,"['vaksinasi', 'covid', 'anak', 'sekolah', 'usia', 'q', 'smkn', 'takokak', 'smk', 'negeri', 'takokak']"
1672,1431162266372612096,Polsek KP Samarinda,"Vaksin Bangun Imunitas Tubuh
Lindungi Diri &amp; Keluarga
Dari Penularan Covid-19
.
#AyoLawanCorona
#poldakaltim 
#polrestasamarinda
#polsekkpsamarinda https://t.co/4RX1VR3wH9",2021-08-27 07:50:48,"['vaksin', 'bangun', 'imunitas', 'tubuh', 'lindung', 'keluarga', 'tular', 'covid', 'ayolawancorona', 'poldakaltim', 'polrestasamarinda', 'polsekkpsamarinda']"
1673,1431160163361177606,Polsek KP Samarinda,"Sobat Polri, meskipun masker terlihat sederhana tapi banyak manfaatnya loh. Ayo pakai maskermu dan lindungi dirimu maupun orang di sekitarmu agar terhindar dari bahaya Covid-19.
.
#AyoLawanCorona
#poldakaltim 
#polrestasamarinda
#polsekkpsamarinda https://t.co/qPn8A8b6ST",2021-08-27 07:42:27,"['sobat', 'polri', 'masker', 'sederhana', 'manfaat', 'ayo', 'pakai', 'masker', 'lindung', 'diri', 'orang', 'sekitar', 'hindar', 'bahaya', 'covid', 'ayolawancorona', 'poldakaltim', 'polrestasamarinda', 'polsekkpsamarinda']"
1674,1431159903729569793,Nusa Merdeka,"Apakah daerah Indonesia begini sistemnya? Makanya banyak yg tdk percaya dengan covid19, semakin banyak yg dimakamkan secara covid semakin banyak juga honornya. https://t.co/OkeaUsZTfJ",2021-08-27 07:41:25,"['daerah', 'indonesia', 'sistem', 'percaya', 'covid', 'makam', 'covid', 'honor']"
1678,1431152526607454208,24 jam Purworejo,"Info vaksin Covid-19 daerah Loano. @ Loano, Jawa Tengah, Indonesia https://t.co/m78zhmMaxZ",2021-08-27 07:12:06,"['info', 'vaksin', 'covid', 'daerah', 'loano', 'loano', 'jawa', 'indonesia']"
1680,1431151627621208065,Polsek Indralaya,Hari ini Jum'at (27 /08/ 2021) sekira pukul 09.00 wib berlangsung kegiatan Sosialisasi dan Edukasi Prokes Covid 19 di Pasar Indralaya dalam rangka menekan penyebaran Covid-19 diwilayah Kec.Indralaya Kab.OI. humaspolsekindralaya https://t.co/ldiqiRojia,2021-08-27 07:08:32,"['jum', 'at', 'sekira', 'wib', 'giat', 'sosialisasi', 'edukasi', 'prokes', 'covid', 'pasar', 'indralaya', 'rangka', 'tekan', 'sebar', 'covid', 'wilayah', 'kec', 'indralaya', 'kab', 'oi', 'humaspolsekindralaya']"
1681,1431148794893135880,SULTANTV,"Bupati Jember Hendy Siswanto mendapat sorotan publik karena menerima honor Rp70 juta lebih dari pemakaman jenazah Covid-19.

#COVID19 #honor #sorotanpublik https://t.co/zXUjjJbBhF",2021-08-27 06:57:16,"['bupati', 'jember', 'hendy', 'siswanto', 'sorot', 'publik', 'terima', 'honor', 'rp', 'juta', 'makam', 'jenazah', 'covid', 'covid', 'honor', 'sorotanpublik']"
1682,1431148661694623744,unilubis,"Ya Allah, makin banyak yang meninggal dunia, makin gede honornya? Ini cuma di Jember atau semua daerah ada? Spill the tea please...DM monggo

Bupati Jember Terima Insentif Rp70 Juta dari Angka Kematian COVID-19

https://t.co/B2ZvKJ8UeJ",2021-08-27 06:56:45,"['allah', 'tinggal', 'dunia', 'gede', 'honor', 'jember', 'daerah', 'spill', 'the', 'tea', 'please', 'dm', 'monggo', 'bupati', 'jember', 'terima', 'insentif', 'rp', 'juta', 'angka', 'mati', 'covid']"
1683,1431148555159355394,Farouk Abdullah Alwyni,"Nah, yg seperti2 ini akan membuat persoalan Covid tdk selesai2, ada uang-nya. Ini yg ketahuan baru satu, bgmn di drh2 lain ? Atau juga di pusat ? Sepertinya perlu ditelusuri lebih jauh. Parah ini. @ Jakarta, Indonesia https://t.co/yNg73XNb2P",2021-08-27 06:56:19,"['covid', 'selesai', 'uang', 'tahu', 'bgmn', 'drh', 'pusat', 'telusur', 'parah', 'jakarta', 'indonesia']"
1684,1431145640969457664,Polsek KP Samarinda,JAKARTA - Kapolri Jenderal Listyo Sigit Prabowo menyerahkan bantuan satu unit Oksigen Generator untuk penanganan dan pengendalian Covid-19 di Papua. Sigit berharap dengan adanya pemberian alat itu dapat membantu memenuhi kebutuhan oksigen bagi masyarakat bumi Cenderawasih itu. https://t.co/vWQueUDI18,2021-08-27 06:44:44,"['jakarta', 'kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'serah', 'bantu', 'unit', 'oksigen', 'generator', 'tangan', 'kendali', 'covid', 'papua', 'sigit', 'harap', 'beri', 'alat', 'bantu', 'penuh', 'butuh', 'oksigen', 'masyarakat', 'bumi', 'cenderawasih']"
1685,1431145591019491329,HUMAS POLSEK ALOK,"dengan disiplin protokol kesehatan maka secara tidak langsung kita telah berperan aktif untuk memutus rantai penyebaran covid-19
#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/qmdVN7f0n7",2021-08-27 06:44:32,"['disiplin', 'protokol', 'sehat', 'langsung', 'peran', 'aktif', 'putus', 'rantai', 'sebar', 'covid', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1687,1431140924201975809,Guardian Of Bekasi,@ari_wadjo Sempet minta restrukturisasi terdampak covid gak? Krn itu bagian dr stimulus pemerintah masih bisa dipertimbangkan utk dianalisa jika next mau ada ekspansi lg.,2021-08-27 06:26:00,"['sempet', 'restrukturisasi', 'dampak', 'covid', 'dr', 'stimulus', 'perintah', 'timbang', 'dianalisa', 'next', 'ekspansi', 'lg']"
1689,1431138858607935493,Dinas Kominfo DIY,"Jangan lupa tetap melakukan pola hidup sehat ya Lur! dan tingkatkan 5M untuk mencegah penyebarluasan COVID-19.☺️

Stay safe and healthy Lur!
___
#KominfoDIY
#JogjaIstimewa 
#COVID19
#PakaiMaskermu
#JogjaElinglanWaspada",2021-08-27 06:17:47,"['lupa', 'pola', 'hidup', 'sehat', 'lur', 'tingkat', 'm', 'cegah', 'penyebarluasan', 'covid', 'stay', 'safe', 'and', 'healthy', 'lur', '', 'kominfodiy', 'jogjaistimewa', 'covid', 'pakaimaskermu', 'jogjaelinglanwaspada']"
1690,1431138855688704004,Dinas Kominfo DIY,"Hai Lur!

Siapa disini yang masih salah dalam menggunakan masker? 🧐

Perlu Sedulur ketahui penggunaan masker yang tepat dapat mencegah penularan Virus COVID-19. Sehingga taat protokol kesehatan termasuk menggunakan dobel masker sangat dianjurkan selama menjalankan aktivitas. https://t.co/bHjL81KTvl",2021-08-27 06:17:47,"['hai', 'lur', 'salah', 'masker', 'dulur', 'tahu', 'guna', 'masker', 'cegah', 'tular', 'virus', 'covid', 'taat', 'protokol', 'sehat', 'dobel', 'masker', 'anjur', 'jalan', 'aktivitas']"
1691,1431138751514693633,Prasetyo Edi Marsudi,"Terutama kebijakan yang mempengaruhi langsung keuangan daerah yang seyogyanya harus efektif dan efisien di masa pandemi Covid-19 ini.

#Interpelasi",2021-08-27 06:17:22,"['bijak', 'pengaruh', 'langsung', 'uang', 'daerah', 'seyogyanya', 'efektif', 'efisien', 'pandemi', 'covid', 'interpelasi']"
1692,1431138709617872897,InstitutEcosocRights,"Makin banyak warga yg hilang nyawa, makin tebal dompet mrk. Pantas nggak serius tangani covid.Aneh tp nyata. Covid berpeluang nambah utang, nambah anggaran, nambah penghasilan, nambah proyek, nambah peluang bisnis, dll, dll. Sssttttt .....covid juga berpeluang nambah masa jabatan https://t.co/MVppEqfKbq",2021-08-27 06:17:12,"['warga', 'hilang', 'nyawa', 'tebal', 'dompet', 'mrk', 'nggak', 'serius', 'tangan', 'covid', 'aneh', 'tp', 'nyata', 'covid', 'peluang', 'nambah', 'utang', 'nambah', 'anggar', 'nambah', 'hasil', 'nambah', 'proyek', 'nambah', 'peluang', 'bisnis', 'dll', 'dll', 'sssttttt', 'covid', 'peluang', 'nambah', 'jabat']"
1693,1431138494655520773,HUMAS POLSEK ALOK,"jangan hanya protes dengan keadaan covid-19 yang masih ada, tapi bertindak dengan kontribusi nyata
#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/Dew9Uvyxy9",2021-08-27 06:16:21,"['protes', 'covid', 'tindak', 'kontribusi', 'nyata', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1695,1431134580556255236,Dinas Kominfo DIY,"Jangan lupa tetap melakukan pola hidup sehat ya Lur, dan tingkatkan 5M untuk mencegah penyebarluasan Virus COVID-19.☺️

Stay safe and healthy Lur!

#KominfoDIY
#JogjaIstimewa 
#COVID19
#PakaiMaskermu
#JogjaElinglanWaspada",2021-08-27 06:00:47,"['lupa', 'pola', 'hidup', 'sehat', 'lur', 'tingkat', 'm', 'cegah', 'penyebarluasan', 'virus', 'covid', 'stay', 'safe', 'and', 'healthy', 'lur', 'kominfodiy', 'jogjaistimewa', 'covid', 'pakaimaskermu', 'jogjaelinglanwaspada']"
1696,1431134577314045966,Dinas Kominfo DIY,"Perlu Sedulur ketahui pengunaan masker yg tepat dapat mencegah penularan Virus COVID-19 dan setiap variannya, sehingga masyarakat diimbau untuk menggunakan masker secara tepat dan jika perlu gunakan double masker.",2021-08-27 06:00:47,"['dulur', 'tahu', 'pengunaan', 'masker', 'cegah', 'tular', 'virus', 'covid', 'varian', 'masyarakat', 'imbau', 'masker', 'double', 'masker']"
1698,1431132052917612544,Putrisalju,"Kapolri Jenderal Listyo Sigit Prabowo, https://t.co/pzWKQt0wtO berpendapat berkat kerja sama dari pemerintah dan elemen masyarakat dalam melaksanakan program vaksinasi, angka kasus COVID-19 dan BOR dapat ditekan

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/naz8u8sj1r",2021-08-27 05:50:45,"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'dapat', 'berkat', 'kerja', 'perintah', 'elemen', 'masyarakat', 'laksana', 'program', 'vaksinasi', 'angka', 'covid', 'bor', 'tekan', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1699,1431132007648489480,Putrisalju,"Kapolri Jenderal Listyo Sigit Prabowo, https://t.co/pzWKQt0wtO berpendapat berkat kerja sama dari pemerintah dan elemen masyarakat dalam melaksanakan program vaksinasi, angka kasus COVID-19 dan BOR dapat ditekan

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/FJvWETvBal",2021-08-27 05:50:34,"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'dapat', 'berkat', 'kerja', 'perintah', 'elemen', 'masyarakat', 'laksana', 'program', 'vaksinasi', 'angka', 'covid', 'bor', 'tekan', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1700,1431131976946241541,Polsek Tirtajaya,"Kapolri Jenderal Listyo Sigit Prabowo, https://t.co/RfMvusRJhv berpendapat berkat kerja sama dari pemerintah dan elemen masyarakat dalam melaksanakan program vaksinasi, angka kasus COVID-19 dan BOR dapat ditekan

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/dmTHgrJzk3",2021-08-27 05:50:27,"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'dapat', 'berkat', 'kerja', 'perintah', 'elemen', 'masyarakat', 'laksana', 'program', 'vaksinasi', 'angka', 'covid', 'bor', 'tekan', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1701,1431131967219634179,Putrisalju,"Kapolri Jenderal Listyo Sigit Prabowo, https://t.co/pzWKQt0wtO berpendapat berkat kerja sama dari pemerintah dan elemen masyarakat dalam melaksanakan program vaksinasi, angka kasus COVID-19 dan BOR dapat ditekan

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/HbxCFuE8Hx",2021-08-27 05:50:24,"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'dapat', 'berkat', 'kerja', 'perintah', 'elemen', 'masyarakat', 'laksana', 'program', 'vaksinasi', 'angka', 'covid', 'bor', 'tekan', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1702,1431131888924516355,Putrisalju,"Melakukan vaksinasi, disiplin prokes dan taati PPKM telah terbukti efektif dalam menekan pandemi covid-19

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/i8Osv0jMyG",2021-08-27 05:50:06,"['vaksinasi', 'disiplin', 'prokes', 'taat', 'ppkm', 'bukti', 'efektif', 'tekan', 'pandemi', 'covid', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1704,1431131776718553088,Polsek Tirtajaya,"Kapolri Jenderal Listyo Sigit Prabowo, https://t.co/RfMvusRJhv. mengajak seluruh Alumni Akademi Kepolisian angkatan 1994 untuk ikut mempercepat program vaksinasi covid-19 dalam kegiatan vaksinasi massal dan bakti sosial Akpol 94.

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/b96jtwNCqE",2021-08-27 05:49:39,"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'ajak', 'alumni', 'akademi', 'polisi', 'angkat', 'cepat', 'program', 'vaksinasi', 'covid', 'giat', 'vaksinasi', 'massal', 'bakti', 'sosial', 'akpol', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1705,1431131702739423232,Putrisalju,"Yuk jadi teladan yang baik dalam menerapkan protokol kesehatan agar kita semua aktif dalam mencegah penyebaran covid-19

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/YTTpT2XmIo",2021-08-27 05:49:21,"['yuk', 'teladan', 'terap', 'protokol', 'sehat', 'aktif', 'cegah', 'sebar', 'covid', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1708,1431131409524031495,Putrisalju,"Salah satu metode yang digunakan untuk mendiagnosa covid-19 yaitu dengan metode rapid test

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/pue0yPtTia",2021-08-27 05:48:11,"['salah', 'metode', 'mendiagnosa', 'covid', 'metode', 'rapid', 'test', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1709,1431130620831358978,Putrisalju,"PCR swab merupakan salah satu metode diagnose covid-19 yang lumayan akurat karena sampel PCR Swab berasal dari cairan atau lendir yang berada di area belakang hidung

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/0b7pIWz0CZ",2021-08-27 05:45:03,"['pcr', 'swab', 'salah', 'metode', 'diagnose', 'covid', 'lumayan', 'akurat', 'sampel', 'pcr', 'swab', 'asal', 'cair', 'lendir', 'area', 'hidung', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1710,1431130556624900099,Putrisalju,"Salah satu metode yang digunakan untuk mendiagnosa covid-19 yaitu dengan metode rapid test

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/usC2oUcSiM",2021-08-27 05:44:48,"['salah', 'metode', 'mendiagnosa', 'covid', 'metode', 'rapid', 'test', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1712,1431129918822178818,Putrisalju,"jangan hanya protes dengan keadaan covid-19 yang masih ada, tapi bertindak dengan kontribusi nyata
#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/KToZG3pvTm",2021-08-27 05:42:16,"['protes', 'covid', 'tindak', 'kontribusi', 'nyata', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1715,1431129156016771076,Putrisalju,"Kapolri Jenderal Listyo Sigit Prabowo, https://t.co/pzWKQt0wtO berpendapat berkat kerja sama dari pemerintah dan elemen masyarakat dalam melaksanakan program vaksinasi, angka kasus COVID-19 dan BOR dapat ditekan

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/JXqMhOnMuB",2021-08-27 05:39:14,"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'dapat', 'berkat', 'kerja', 'perintah', 'elemen', 'masyarakat', 'laksana', 'program', 'vaksinasi', 'angka', 'covid', 'bor', 'tekan', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1716,1431129079055454212,Putrisalju,"Melakukan vaksinasi, disiplin prokes dan taati PPKM telah terbukti efektif dalam menekan pandemi covid-19

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/SYnsmzk7A8",2021-08-27 05:38:56,"['vaksinasi', 'disiplin', 'prokes', 'taat', 'ppkm', 'bukti', 'efektif', 'tekan', 'pandemi', 'covid', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1717,1431128933076910082,Humas polres sikka,"jangan hanya protes dengan keadaan covid-19 yang masih ada, tapi bertindak dengan kontribusi nyata
#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/TY9D7RCTS7",2021-08-27 05:38:21,"['protes', 'covid', 'tindak', 'kontribusi', 'nyata', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1718,1431128889376477187,Putrisalju,"Yuk jadi teladan yang baik dalam menerapkan protokol kesehatan agar kita semua aktif dalam mencegah penyebaran covid-19

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/zvRORD9t2T",2021-08-27 05:38:10,"['yuk', 'teladan', 'terap', 'protokol', 'sehat', 'aktif', 'cegah', 'sebar', 'covid', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1719,1431128724771016706,Humas polres sikka,"dengan disiplin protokol kesehatan maka secara tidak langsung kita telah berperan aktif untuk memutus rantai penyebaran covid-19
#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/egva1dYpdg",2021-08-27 05:37:31,"['disiplin', 'protokol', 'sehat', 'langsung', 'peran', 'aktif', 'putus', 'rantai', 'sebar', 'covid', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1720,1431128690922905600,Putrisalju,"Rapit test (Antibody lgM lgG) merupakan metode screening untuk memilah apakah berpotensi terinfeksi covid-19 atau tidak

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/YFxbOYBVGP",2021-08-27 05:37:23,"['rapit', 'test', 'antibody', 'lgm', 'lgg', 'metode', 'screening', 'mem', 'potensi', 'infeksi', 'covid', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1721,1431128384097030150,PMI Kab Banjarnegara,"BNA (27/8)
Relawan PMI Banjarnegara memberikan Pelayanan Pendampingan Psikososial pasien Covid 19 di Rumah Singgah Isoter BLK Klampok, Banjarnegara 
@palangmerah @PMIJawaTengah @sarwapramana @BudhiSarwono @bna_dinkominfo @dkkbanjarnegara @rsudhalbna @Banjarnegara__ @Jateng_Twit https://t.co/zLxcycuXRu",2021-08-27 05:36:10,"['bna', 'rawan', 'pmi', 'banjarnegara', 'layan', 'damping', 'psikososial', 'pasien', 'covid', 'rumah', 'singgah', 'isoter', 'blk', 'klampok', 'banjarnegara']"
1724,1431126491186692098,Nona Hana,"Perlu Sedulur ketahui pengunaan masker yg tepat dapat mencegah penularan Virus Covid-19 dan setiap variannya, sehingga masyarakat diimbau untuk menggunakan masker secara tepat dan jika perlu gunakan double masker.",2021-08-27 05:28:39,"['dulur', 'tahu', 'pengunaan', 'masker', 'cegah', 'tular', 'virus', 'covid', 'varian', 'masyarakat', 'imbau', 'masker', 'double', 'masker']"
1725,1431126470152241153,Humas polres sikka,"Kapolri Jenderal Listyo Sigit Prabowo, https://t.co/M2m3MjliKr. mengajak seluruh Alumni Akademi Kepolisian angkatan 1994 untuk ikut mempercepat program vaksinasi covid-19 dalam kegiatan vaksinasi massal dan bakti sosial Akpol 94.

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/eoTeu8edeN",2021-08-27 05:28:34,"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'ajak', 'alumni', 'akademi', 'polisi', 'angkat', 'cepat', 'program', 'vaksinasi', 'covid', 'giat', 'vaksinasi', 'massal', 'bakti', 'sosial', 'akpol', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1726,1431125724816031745,Humas polres sikka,"Kapolri Jenderal Listyo Sigit Prabowo, https://t.co/M2m3MjliKr berpendapat berkat kerja sama dari pemerintah dan elemen masyarakat dalam melaksanakan program vaksinasi, angka kasus COVID-19 dan BOR dapat ditekan

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/2Z72MdnXY8",2021-08-27 05:25:36,"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'dapat', 'berkat', 'kerja', 'perintah', 'elemen', 'masyarakat', 'laksana', 'program', 'vaksinasi', 'angka', 'covid', 'bor', 'tekan', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1727,1431125279699726339,Humas polres sikka,"Beberapa kebijakan pemerintah seperti vaksinasi, penerapan protokol kesehatan serta PPKM merupakan upaya pemerintah dalam menekan pandemi covid-19

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/m0qZRaPfKw",2021-08-27 05:23:50,"['bijak', 'perintah', 'vaksinasi', 'terap', 'protokol', 'sehat', 'ppkm', 'upaya', 'perintah', 'tekan', 'pandemi', 'covid', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1728,1431124445909819396,Humas polres sikka,"Yuk jadi teladan yang baik dalam menerapkan protokol kesehatan agar kita semua aktif dalam mencegah penyebaran covid-19

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/ZkmlRll93G",2021-08-27 05:20:31,"['yuk', 'teladan', 'terap', 'protokol', 'sehat', 'aktif', 'cegah', 'sebar', 'covid', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1730,1431123406280224768,Humas polres sikka,"PCR swab merupakan salah satu metode diagnose covid-19 yang lumayan akurat karena sampel PCR Swab berasal dari cairan atau lendir yang berada di area belakang hidung

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/yQjHSFRvq5",2021-08-27 05:16:23,"['pcr', 'swab', 'salah', 'metode', 'diagnose', 'covid', 'lumayan', 'akurat', 'sampel', 'pcr', 'swab', 'asal', 'cair', 'lendir', 'area', 'hidung', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1731,1431122979145015296,POLSEK MONCONGLOE,"PCR swab merupakan salah satu metode diagnose covid-19 yang lumayan akurat karena sampel PCR Swab berasal dari cairan atau lendir yang berada di area belakang hidung

#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/0XgQN4Umm1",2021-08-27 05:14:41,"['pcr', 'swab', 'salah', 'metode', 'diagnose', 'covid', 'lumayan', 'akurat', 'sampel', 'pcr', 'swab', 'asal', 'cair', 'lendir', 'area', 'hidung', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
1732,1431122680908959748,Humaspolrestobasa,"Kegiatan Pelayanan Publik Unit Regident Ranmor Samsat Balige Polres Toba dengan Methode Pengendalian Penyebaran Covid-19 terhadap masyarakat wajib pajak agar selalu mematuhi protokol kesehatan dengan penerapan 3M, yaitu Mencuci tangan, Memakai masker dan Menjaga jarak. https://t.co/Dz94IqsQfg",2021-08-27 05:13:30,"['giat', 'layan', 'publik', 'unit', 'regident', 'ranmor', 'samsat', 'balige', 'polres', 'toba', 'methode', 'kendali', 'sebar', 'covid', 'masyarakat', 'wajib', 'pajak', 'patuh', 'protokol', 'sehat', 'terap', 'm', 'cuci', 'tangan', 'pakai', 'masker', 'jaga', 'jarak']"
1733,1431122433692430336,αdiיוליאנטו,"Ibarat habis jatuh tertimpa tangga. Badai sitokin bisa bikin kondisi pasien COVID-19 makin parah dengan cepat!
 
Lalu, gimana cara antisipasinya?
Jaga kesehatan udah pasti dan tentunya, jaga masa depan keluarga dengan asuransi jiwa FWD Legacy Protection!
https://t.co/UGfsLfioSG",2021-08-27 05:12:31,"['habis', 'jatuh', 'timpa', 'tangga', 'badai', 'sitokin', 'kondisi', 'pasien', 'covid', 'parah', 'cepat', 'gimana', 'antisipasi', 'jaga', 'sehat', 'udah', 'jaga', 'keluarga', 'asuransi', 'jiwa', 'fwd', 'legacy', 'protection']"
1734,1431122123754381318,Donat Gula,"Semoga almarhum dan bayinya mendapat tempat yang layak di sisi Allah SWT. Pergi di hari Jumat, dengan kondisi hamil dan berjuang melawan covid, Insya Allah almarhumah Husnul Khotimah 😢",2021-08-27 05:11:17,"['moga', 'almarhum', 'bayi', 'layak', 'sisi', 'allah', 'swt', 'pergi', 'jumat', 'kondisi', 'hamil', 'juang', 'lawan', 'covid', 'insya', 'allah', 'almarhumah', 'husnul', 'khotimah']"
1735,1431120471769059328,HUMAS RES SBB,"Jumat, 27 Agustus 2021 pukul 09. 05 Wit, yg bertempat di desa Luhutuban,  yaitu melaksanakan EDUKASI &amp; HIMBAUAN kepada masyarakat yg sedang kumpul dan melaksanakan pekerjaan desa.
1. Masyarakat harus disiplin dlm melaksanakan STANDAR PROKES COVID 19 ( 5 M ). https://t.co/GXeoVMdDhS",2021-08-27 05:04:44,"['jumat', 'agustus', 'wit', 'tempat', 'desa', 'luhutuban', 'laksana', 'edukasi', 'himbauan', 'masyarakat', 'kumpul', 'laksana', 'kerja', 'desa', 'masyarakat', 'disiplin', 'dlm', 'laksana', 'standar', 'prokes', 'covid', 'm']"
1736,1431120042913984512,multimediapolresngada,"jangan hanya protes dengan keadaan covid-19 yang masih ada, tapi bertindak dengan kontribusi nyata
#ProkesDisetiapAktifitas
Cegah Dengan Patuhi5M https://t.co/RwH4kmlWby",2021-08-27 05:03:01,"['protes', 'covid', 'tindak', 'kontribusi', 'nyata', 'prokesdisetiapaktifitas', 'cegah', 'patuh', 'm']"
